Churn,Tenure,CityTier,WarehouseToHome,Gender,HourSpendOnApp,NumberOfDeviceRegistered,SatisfactionScore,NumberOfAddress,Complain,OrderAmountHikeFromlastYear,CouponUsed,OrderCount,DaySinceLastOrder,CashbackAmount,PreferredLoginDevice_Mobile Phone,PreferredPaymentMode_Credit Card,PreferredPaymentMode_Debit Card,PreferredPaymentMode_E wallet,PreferredPaymentMode_UPI,PreferedOrderCat_Grocery,PreferedOrderCat_Laptop & Accessory,PreferedOrderCat_Mobile Phone,PreferedOrderCat_Others,MaritalStatus_Married,MaritalStatus_Single,TenurePerAddress,AvgCashbackPerOrder,ComplainLowTenure,OrderFrequency,CouponUsageRate
0,2.0,2,15.0,1,4.0,5,2,3,0,14.0,1.0,2.0,5.0,174.36,1,1,0,0,0,0,0,1,0,1,0,0.5,58.120000000000005,0,0.6666666666666666,0.3333333333333333
0,1.0,1,7.0,1,3.0,5,2,8,0,23.0,3.0,3.0,3.0,172.75,1,0,1,0,0,0,1,0,0,0,0,0.1111111111111111,43.1875,0,1.5,0.75
0,18.0,1,15.0,1,4.0,2,2,4,1,25.0,2.0,2.0,3.0,153.18,1,0,1,0,0,0,0,1,0,0,0,3.6,51.06,0,0.10526315789473684,0.6666666666666666
0,16.0,1,9.0,1,3.0,4,2,7,1,15.0,1.0,3.0,3.0,150.15,0,1,0,0,0,0,0,1,0,0,1,2.0,37.5375,0,0.17647058823529413,0.25
0,10.0,2,15.0,1,4.0,5,5,2,0,22.0,2.0,2.0,4.0,148.42,1,0,1,0,0,0,0,1,0,0,0,3.3333333333333335,49.47333333333333,0,0.18181818181818182,0.6666666666666666
0,1.0,3,10.0,1,4.0,4,5,3,1,19.0,2.0,2.0,4.0,166.94,1,0,0,0,1,0,1,0,0,0,0,0.25,55.64666666666667,1,1.0,0.6666666666666666
0,9.0,1,16.0,0,4.0,5,3,3,1,21.0,3.0,2.0,14.5,231.85000000000002,1,0,1,0,0,0,0,0,0,0,0,2.25,77.28333333333335,0,0.2,1.0
1,1.0,1,32.0,0,4.0,4,4,3,1,20.0,1.0,6.0,9.0,145.22,0,0,1,0,0,0,0,1,0,1,0,0.25,20.745714285714286,1,3.0,0.14285714285714285
0,6.0,1,7.0,1,4.0,4,2,2,0,13.0,1.0,2.0,3.0,148.14,0,0,1,0,0,0,0,1,0,1,0,2.0,49.379999999999995,0,0.2857142857142857,0.3333333333333333
0,1.0,3,11.0,1,3.0,5,5,3,0,13.0,2.0,2.0,4.0,167.56,1,0,0,1,0,0,1,0,0,0,0,0.25,55.85333333333333,0,1.0,0.6666666666666666
0,23.0,1,7.0,0,3.0,4,5,4,0,17.0,2.0,2.0,3.0,160.8,1,0,0,0,0,0,0,1,0,0,0,4.6,53.6,0,0.08333333333333333,0.6666666666666666
0,1.0,1,11.0,1,3.0,5,2,2,0,18.0,1.0,4.0,5.0,156.62,0,0,1,0,0,0,0,1,0,0,0,0.3333333333333333,31.324,0,2.0,0.2
0,6.0,3,12.0,1,3.0,4,4,3,0,15.0,3.0,6.0,4.0,190.24,0,0,1,0,0,0,1,0,0,0,0,1.5,27.177142857142858,0,0.8571428571428571,0.42857142857142855
0,12.0,3,16.0,1,4.0,5,4,2,0,20.0,1.0,2.0,3.0,153.99,1,0,0,1,0,0,0,1,0,0,0,4.0,51.330000000000005,0,0.15384615384615385,0.3333333333333333
0,16.0,1,10.0,0,4.0,2,2,4,1,14.0,1.0,2.0,4.0,177.31,1,0,1,0,0,0,1,0,0,0,0,3.2,59.10333333333333,0,0.11764705882352941,0.3333333333333333
0,5.0,1,18.0,1,3.0,4,2,5,1,20.0,2.0,2.0,3.0,148.56,1,0,1,0,0,0,0,1,0,0,0,0.8333333333333334,49.52,0,0.3333333333333333,0.6666666666666666
1,1.0,3,7.0,0,3.0,5,3,8,1,20.0,1.0,2.0,3.0,153.0,1,1,0,0,0,0,0,1,0,1,0,0.1111111111111111,51.0,1,1.0,0.3333333333333333
0,27.0,3,15.0,1,4.0,4,2,7,0,15.0,1.0,2.0,3.0,243.36,1,0,0,1,0,1,0,0,0,0,0,3.375,81.12,0,0.07142857142857142,0.3333333333333333
0,9.0,1,32.0,1,4.0,5,4,5,0,17.0,3.5,2.0,9.0,234.02999999999997,1,0,0,0,0,0,0,0,0,0,0,1.5,78.00999999999999,0,0.2,1.1666666666666667
0,11.0,3,28.0,0,3.0,4,2,7,0,16.0,2.0,2.0,1.0,154.73,0,1,0,0,0,0,0,1,0,0,0,1.375,51.57666666666666,0,0.16666666666666666,0.6666666666666666
0,27.0,1,30.0,0,4.0,4,2,8,0,19.0,1.0,4.0,9.0,267.75,1,0,1,0,0,1,0,0,0,0,1,3.0,53.55,0,0.14285714285714285,0.2
0,17.0,1,7.0,0,3.0,4,2,6,0,14.0,2.0,3.0,3.0,180.62,0,0,1,0,0,0,1,0,0,0,0,2.4285714285714284,45.155,0,0.16666666666666666,0.5
0,21.0,3,9.0,0,3.0,4,2,2,1,23.0,3.5,6.0,8.0,170.37,1,0,0,1,0,0,1,0,0,0,0,7.0,24.33857142857143,0,0.2727272727272727,0.5
0,11.0,3,26.0,1,3.0,4,4,3,1,14.0,1.0,2.0,10.0,201.42,0,1,0,0,0,0,0,0,0,0,1,2.75,67.14,0,0.16666666666666666,0.3333333333333333
0,24.0,1,9.0,1,4.0,4,5,3,0,15.0,3.5,6.0,8.0,304.24,0,0,1,0,0,1,0,0,0,1,0,6.0,43.462857142857146,0,0.24,0.5
0,13.0,2,9.0,0,3.0,5,2,10,0,12.0,1.0,2.0,5.0,177.04,1,0,1,0,0,0,1,0,0,0,0,1.1818181818181819,59.01333333333333,0,0.14285714285714285,0.3333333333333333
0,7.0,2,10.0,1,3.0,4,4,5,1,12.0,1.0,2.0,4.0,147.77,1,0,0,0,1,0,0,1,0,1,0,1.1666666666666667,49.25666666666667,0,0.25,0.3333333333333333
1,1.0,1,32.0,1,3.0,4,2,3,1,25.0,2.0,2.0,2.0,152.95,1,0,1,0,0,0,0,1,0,0,1,0.25,50.98333333333333,1,1.0,0.6666666666666666
0,3.0,1,14.0,0,4.0,5,2,8,0,15.0,2.0,2.0,4.0,150.32,1,1,0,0,0,0,0,1,0,1,0,0.3333333333333333,50.10666666666666,0,0.5,0.6666666666666666
0,18.0,1,16.0,1,4.0,4,5,3,1,14.0,3.0,6.0,2.0,150.59,1,0,1,0,0,0,0,1,0,0,0,4.5,21.512857142857143,0,0.3157894736842105,0.42857142857142855
0,2.0,3,12.0,1,4.0,4,2,3,0,15.0,2.0,2.0,3.0,174.08,1,1,0,0,0,0,1,0,0,0,1,0.5,58.02666666666667,0,0.6666666666666666,0.6666666666666666
1,21.0,1,9.0,1,3.0,5,2,11,1,15.0,1.0,2.0,1.0,148.8,0,0,1,0,0,0,0,1,0,1,0,1.75,49.6,0,0.09090909090909091,0.3333333333333333
0,17.0,1,15.0,0,3.0,4,4,6,0,22.0,2.0,2.0,1.0,172.65,1,0,1,0,0,0,1,0,0,1,0,2.4285714285714284,57.550000000000004,0,0.1111111111111111,0.6666666666666666
1,1.0,3,9.0,0,3.0,5,3,3,0,14.0,1.0,2.0,3.0,145.44,1,1,0,0,0,0,0,1,0,0,1,0.25,48.48,0,1.0,0.3333333333333333
1,1.0,1,25.0,0,4.0,4,2,3,0,20.0,2.0,2.0,1.0,151.93,1,0,0,0,1,0,0,1,0,0,1,0.25,50.64333333333334,0,1.0,0.6666666666666666
0,10.0,1,21.0,1,4.0,4,2,2,1,18.0,3.5,5.0,12.0,190.86,1,0,1,0,0,0,1,0,0,0,0,3.3333333333333335,31.810000000000002,0,0.45454545454545453,0.5833333333333334
0,21.0,3,9.0,0,4.0,5,2,3,1,19.0,2.0,2.0,3.0,157.94,1,0,1,0,0,0,0,1,0,0,1,5.25,52.64666666666667,0,0.09090909090909091,0.6666666666666666
1,1.0,1,10.0,0,3.0,4,3,2,1,20.0,2.0,2.0,3.0,166.71,1,0,1,0,0,0,1,0,0,0,0,0.3333333333333333,55.57,1,1.0,0.6666666666666666
1,5.0,1,9.0,0,3.0,6,2,6,1,14.0,1.0,2.0,1.0,152.78,1,0,1,0,0,0,0,1,0,1,0,0.7142857142857143,50.92666666666667,0,0.3333333333333333,0.3333333333333333
0,2.0,1,16.0,0,4.0,4,3,7,0,19.0,3.0,3.0,3.0,148.77,1,1,0,0,0,0,0,1,0,1,0,0.25,37.1925,0,1.0,0.75
1,3.0,1,13.0,1,4.0,4,5,9,1,22.0,2.0,3.0,3.0,149.04,1,1,0,0,0,0,0,1,0,0,0,0.3,37.26,1,0.75,0.5
0,1.0,1,11.0,0,4.0,4,3,3,0,20.0,2.0,2.0,1.0,148.18,1,0,1,0,0,0,0,1,0,0,1,0.25,49.39333333333334,0,1.0,0.6666666666666666
0,8.0,1,17.0,1,3.0,4,4,3,0,15.0,2.0,2.0,1.0,145.08,1,0,1,0,0,0,0,1,0,1,0,2.0,48.36000000000001,0,0.2222222222222222,0.6666666666666666
0,16.0,3,21.0,0,4.0,5,3,9,0,18.0,1.0,2.0,4.0,187.44,1,1,0,0,0,0,1,0,0,0,1,1.6,62.48,0,0.11764705882352941,0.3333333333333333
0,7.0,1,7.0,1,4.0,5,5,5,1,12.0,1.0,2.0,3.0,152.99,1,0,0,0,1,0,0,1,0,0,1,1.1666666666666667,50.99666666666667,0,0.25,0.3333333333333333
0,31.0,1,12.0,0,3.0,5,4,4,1,14.0,2.0,2.0,3.0,230.52,1,0,0,0,0,0,0,0,0,1,0,6.2,76.84,0,0.0625,0.6666666666666666
0,5.0,3,14.0,1,3.0,5,3,5,0,16.0,3.5,6.0,3.0,148.29,1,0,1,0,0,0,0,1,0,0,0,0.8333333333333334,21.184285714285714,0,1.0,0.5
0,9.0,1,28.0,0,3.0,4,2,3,1,25.5,1.0,2.0,8.0,165.14,1,0,1,0,0,0,1,0,0,0,0,2.25,55.04666666666666,0,0.2,0.3333333333333333
0,23.0,1,15.0,0,3.0,4,4,6,0,12.0,1.0,2.0,8.0,199.03,1,0,0,0,1,0,0,0,0,0,0,3.2857142857142856,66.34333333333333,0,0.08333333333333333,0.3333333333333333
0,22.0,1,27.0,1,3.0,4,3,6,0,18.0,1.0,2.0,1.0,147.59,1,1,0,0,0,0,0,1,0,0,0,3.142857142857143,49.196666666666665,0,0.08695652173913043,0.3333333333333333
0,5.0,3,27.0,0,3.0,4,3,3,0,14.0,2.0,2.0,1.0,194.32,0,0,0,1,0,0,1,0,0,0,0,1.25,64.77333333333333,0,0.3333333333333333,0.6666666666666666
0,10.0,1,14.0,1,4.0,4,2,4,0,19.0,1.0,2.0,2.0,171.78,1,0,0,0,1,0,0,1,0,0,1,2.0,57.26,0,0.18181818181818182,0.3333333333333333
0,12.0,1,7.0,0,4.0,4,5,3,0,14.0,3.5,6.0,12.0,260.82,1,0,0,0,0,0,0,0,0,0,0,3.0,37.26,0,0.46153846153846156,0.5
0,6.0,1,7.0,0,4.0,5,4,8,0,21.0,2.0,2.0,3.0,148.32,0,0,1,0,0,0,0,1,0,0,0,0.6666666666666666,49.44,0,0.2857142857142857,0.6666666666666666
1,1.0,3,26.0,1,3.0,5,4,3,1,19.0,1.0,2.0,1.0,149.13,1,0,0,1,0,0,0,1,0,0,0,0.25,49.71,1,1.0,0.3333333333333333
0,14.0,3,17.0,1,4.0,5,4,4,0,13.0,2.0,2.0,3.0,222.05,1,0,0,1,0,0,0,0,0,1,0,2.8,74.01666666666667,0,0.13333333333333333,0.6666666666666666
0,1.0,3,7.0,1,3.0,5,5,3,0,13.0,2.0,2.0,8.0,167.94,0,1,0,0,0,0,1,0,0,0,1,0.25,55.98,0,1.0,0.6666666666666666
0,15.0,1,13.0,1,3.0,4,5,4,1,14.0,2.0,3.0,14.5,172.21,1,1,0,0,0,0,0,1,0,0,1,3.0,43.0525,0,0.1875,0.5
0,10.0,1,9.0,1,4.0,4,3,6,0,22.0,3.0,4.0,10.0,150.19,1,1,0,0,0,0,0,1,0,0,1,1.4285714285714286,30.038,0,0.36363636363636365,0.6
1,1.0,3,28.0,1,3.0,5,4,3,1,14.0,1.0,2.0,1.0,146.21,1,0,0,0,1,0,0,1,0,0,1,0.25,48.73666666666667,1,1.0,0.3333333333333333
1,1.0,1,11.0,1,3.0,4,5,3,0,20.0,2.0,2.0,1.0,154.73,1,0,0,0,0,0,0,1,0,0,1,0.25,51.57666666666666,0,1.0,0.6666666666666666
0,5.0,1,19.0,0,3.0,4,2,2,1,12.0,1.0,6.0,6.0,183.55,1,1,0,0,0,0,1,0,0,0,0,1.6666666666666667,26.22142857142857,0,1.0,0.14285714285714285
0,14.0,1,16.0,1,3.0,4,4,10,1,15.0,1.0,2.0,1.0,161.17,0,1,0,0,0,0,0,1,0,1,0,1.2727272727272727,53.72333333333333,0,0.13333333333333333,0.3333333333333333
0,6.0,1,10.0,0,4.0,4,5,3,0,13.0,3.5,6.0,4.0,192.25,1,1,0,0,0,0,1,0,0,0,0,1.5,27.464285714285715,0,0.8571428571428571,0.5
1,1.0,3,10.0,1,3.0,5,2,3,1,12.0,3.5,4.0,3.0,228.25,1,0,1,0,0,0,0,0,0,0,0,0.25,45.65,1,2.0,0.7
0,7.0,1,7.0,0,3.0,5,2,2,0,15.0,1.0,2.0,5.0,194.49,1,0,1,0,0,0,1,0,0,0,1,2.3333333333333335,64.83,0,0.25,0.3333333333333333
1,1.0,3,7.0,1,3.0,5,3,7,0,12.0,2.0,6.0,3.0,231.08999999999997,1,0,1,0,0,0,0,0,0,0,0,0.125,33.012857142857136,0,3.0,0.2857142857142857
0,19.0,1,11.0,1,3.0,4,4,3,0,13.0,2.0,2.0,9.0,169.47,0,0,1,0,0,0,1,0,0,0,0,4.75,56.49,0,0.1,0.6666666666666666
0,3.0,3,27.0,0,3.0,4,2,3,0,16.0,1.0,2.0,3.0,146.57,0,0,0,0,0,0,0,1,0,0,0,0.75,48.85666666666666,0,0.5,0.3333333333333333
0,9.0,3,25.0,0,3.0,4,3,3,0,17.0,2.0,2.0,1.0,171.01,1,1,0,0,0,0,1,0,0,0,0,2.25,57.00333333333333,0,0.2,0.6666666666666666
0,26.0,1,7.0,1,4.0,4,2,4,0,15.0,3.5,6.0,9.0,295.99,1,0,1,0,0,1,0,0,0,0,0,5.2,42.284285714285716,0,0.2222222222222222,0.5
1,21.0,1,9.0,1,3.0,4,3,6,0,25.0,2.0,2.0,1.0,149.79,1,0,0,0,0,0,0,1,0,0,1,3.0,49.93,0,0.09090909090909091,0.6666666666666666
0,27.0,3,9.0,1,3.0,4,3,8,0,14.0,1.0,6.0,3.0,273.52,1,1,0,0,0,1,0,0,0,1,0,3.0,39.074285714285715,0,0.21428571428571427,0.14285714285714285
0,4.0,3,15.0,1,4.0,4,3,7,0,12.0,3.5,6.0,8.0,197.64,1,0,0,0,1,0,0,0,0,1,0,0.5,28.23428571428571,0,1.2,0.5
0,12.0,3,17.0,0,3.0,4,2,3,1,14.0,1.0,2.0,4.0,181.66,0,0,0,0,0,0,1,0,0,0,1,3.0,60.553333333333335,0,0.15384615384615385,0.3333333333333333
0,9.0,3,10.0,1,4.0,4,2,8,0,14.0,1.0,2.0,9.0,203.23,1,0,1,0,0,0,0,0,0,1,0,1.0,67.74333333333333,0,0.2,0.3333333333333333
0,13.0,3,9.0,1,3.0,2,3,2,0,19.0,2.0,2.0,8.0,203.8,1,0,1,0,0,0,0,0,0,0,1,4.333333333333333,67.93333333333334,0,0.14285714285714285,0.6666666666666666
1,4.0,3,31.0,0,4.0,2,4,6,1,17.0,2.0,2.0,1.0,256.94,0,0,1,0,0,1,0,0,0,0,1,0.5714285714285714,85.64666666666666,0,0.4,0.6666666666666666
0,21.0,1,23.0,1,4.0,2,3,3,1,20.0,1.0,3.0,8.0,175.67,0,1,0,0,0,0,1,0,0,1,0,5.25,43.9175,0,0.13636363636363635,0.25
0,10.0,3,15.0,1,3.0,4,2,6,0,14.0,2.0,2.0,8.0,175.79,0,0,0,0,0,0,1,0,0,1,0,1.4285714285714286,58.596666666666664,0,0.18181818181818182,0.6666666666666666
1,1.0,1,16.0,1,3.0,5,5,2,1,23.0,2.0,2.0,3.0,148.21,0,1,0,0,0,0,0,1,0,0,1,0.3333333333333333,49.403333333333336,1,1.0,0.6666666666666666
0,7.0,3,24.0,1,3.0,4,3,3,0,15.0,3.5,6.0,1.0,299.44,0,0,1,0,0,1,0,0,0,0,1,1.75,42.777142857142856,0,0.75,0.5
1,1.0,1,17.0,0,4.0,5,5,8,1,21.0,2.0,2.0,1.0,149.04,1,0,1,0,0,0,0,1,0,0,1,0.1111111111111111,49.68,1,1.0,0.6666666666666666
0,7.0,1,20.0,0,3.0,4,2,5,0,19.0,2.0,2.0,3.0,159.52,1,0,1,0,0,0,0,1,0,0,1,1.1666666666666667,53.17333333333334,0,0.25,0.6666666666666666
0,19.0,1,7.0,0,4.0,4,2,5,0,15.0,1.0,2.0,3.0,147.7,1,1,0,0,0,0,0,1,0,1,0,3.1666666666666665,49.23333333333333,0,0.1,0.3333333333333333
0,24.0,1,7.0,1,4.0,4,2,11,0,15.0,1.0,2.0,4.0,298.99,1,1,0,0,0,1,0,0,0,1,0,2.0,99.66333333333334,0,0.08,0.3333333333333333
0,7.0,1,7.0,0,3.0,2,4,3,1,14.0,1.0,2.0,3.0,179.88,0,0,0,0,1,0,1,0,0,0,0,1.75,59.96,0,0.25,0.3333333333333333
0,15.0,1,16.0,1,4.0,4,3,4,0,15.0,2.0,2.0,12.0,319.19,0,1,0,0,0,0,0,0,1,1,0,3.0,106.39666666666666,0,0.125,0.6666666666666666
0,1.0,1,23.0,0,3.0,4,4,11,0,15.0,3.0,3.0,3.0,153.11,1,0,0,0,0,0,0,1,0,0,0,0.08333333333333333,38.2775,0,1.5,0.75
0,19.0,1,30.0,1,3.0,4,5,3,1,16.0,2.0,2.0,9.0,161.33,0,0,1,0,0,0,1,0,0,0,0,4.75,53.77666666666667,0,0.1,0.6666666666666666
0,21.0,3,11.0,0,3.0,4,2,3,1,18.0,2.0,2.0,8.0,166.63,1,0,1,0,0,0,1,0,0,0,1,5.25,55.54333333333333,0,0.09090909090909091,0.6666666666666666
1,1.0,1,29.0,0,3.0,4,3,6,1,12.0,1.0,2.0,2.0,146.32,1,0,1,0,0,0,0,1,0,0,0,0.14285714285714285,48.77333333333333,1,1.0,0.3333333333333333
0,24.0,1,31.0,1,4.0,4,3,5,1,19.0,1.0,2.0,6.0,264.73,1,0,1,0,0,1,0,0,0,0,0,4.0,88.24333333333334,0,0.08,0.3333333333333333
0,12.0,1,17.0,1,4.0,4,3,2,0,18.0,1.0,2.0,3.0,151.84,0,1,0,0,0,0,0,1,0,0,0,4.0,50.61333333333334,0,0.15384615384615385,0.3333333333333333
0,20.0,1,14.0,1,4.0,4,3,8,0,14.0,1.0,2.0,8.0,233.45,1,1,0,0,0,0,0,0,0,1,0,2.2222222222222223,77.81666666666666,0,0.09523809523809523,0.3333333333333333
0,1.0,1,24.0,0,3.0,5,3,3,0,16.0,3.0,4.0,3.0,168.77,1,1,0,0,0,0,1,0,0,1,0,0.25,33.754000000000005,0,2.0,0.6
1,1.0,1,21.0,1,3.0,5,4,3,1,25.0,2.0,2.0,3.0,162.43,1,0,0,0,1,0,0,1,0,1,0,0.25,54.14333333333334,1,1.0,0.6666666666666666
0,5.0,1,7.0,0,4.0,4,5,3,0,13.0,2.0,2.0,4.0,166.48,0,0,1,0,0,0,1,0,0,0,0,1.25,55.49333333333333,0,0.3333333333333333,0.6666666666666666
0,1.0,1,12.0,1,4.0,4,2,3,0,16.0,2.0,2.0,1.0,135.51,0,0,1,0,0,0,0,1,0,0,1,0.25,45.169999999999995,0,1.0,0.6666666666666666
0,28.0,1,24.0,0,3.0,4,3,10,0,12.0,2.0,2.0,9.0,232.39,1,0,0,0,0,0,0,0,0,0,0,2.5454545454545454,77.46333333333332,0,0.06896551724137931,0.6666666666666666
0,9.0,1,32.0,0,3.0,4,3,3,1,12.0,3.0,6.0,3.0,228.88,1,1,0,0,0,0,0,0,0,1,0,2.25,32.69714285714286,0,0.6,0.42857142857142855
0,4.0,1,15.0,0,4.0,2,5,2,1,13.0,1.0,2.0,8.0,239.16000000000003,1,0,1,0,0,0,0,0,0,0,0,1.3333333333333333,79.72000000000001,0,0.4,0.3333333333333333
1,1.0,1,18.0,0,4.0,5,5,3,1,16.0,1.0,2.0,1.0,151.0,1,1,0,0,0,0,0,1,0,0,1,0.25,50.333333333333336,1,1.0,0.3333333333333333
1,1.0,1,12.0,0,3.0,4,4,2,0,18.0,1.0,2.0,3.0,149.22,0,1,0,0,0,0,0,1,0,0,1,0.3333333333333333,49.74,0,1.0,0.3333333333333333
0,1.0,1,9.0,1,3.0,2,2,3,0,13.0,2.0,2.0,4.0,179.72,1,1,0,0,0,0,1,0,0,0,0,0.25,59.906666666666666,0,1.0,0.6666666666666666
0,1.0,1,15.0,1,4.0,6,5,3,0,16.0,2.0,2.0,2.0,149.51,1,0,1,0,0,0,0,1,0,0,0,0.25,49.836666666666666,0,1.0,0.6666666666666666
0,22.0,1,13.0,1,4.0,5,3,4,0,14.0,1.0,3.0,3.0,167.4,1,0,1,0,0,0,1,0,0,0,1,4.4,41.85,0,0.13043478260869565,0.25
0,22.0,1,11.0,1,4.0,5,3,9,0,15.0,2.0,2.0,9.0,234.99,1,0,1,0,0,0,0,0,0,0,1,2.2,78.33,0,0.08695652173913043,0.6666666666666666
0,15.0,1,14.0,0,3.0,4,3,8,0,15.0,2.0,3.0,2.0,175.03,1,1,0,0,0,0,1,0,0,0,1,1.6666666666666667,43.7575,0,0.1875,0.5
0,13.0,1,7.0,0,4.0,5,2,3,0,17.0,1.0,2.0,9.0,252.42000000000002,1,0,1,0,0,1,0,0,0,0,0,3.25,84.14,0,0.14285714285714285,0.3333333333333333
0,1.0,1,9.0,0,3.0,4,2,2,0,19.0,1.0,3.0,3.0,167.27,1,0,1,0,0,0,1,0,0,0,0,0.3333333333333333,41.8175,0,1.5,0.25
0,9.0,1,17.0,1,3.0,4,2,3,0,21.0,2.0,2.0,3.0,164.17,1,0,0,0,1,0,0,1,0,1,0,2.25,54.72333333333333,0,0.2,0.6666666666666666
0,16.0,3,12.0,1,3.0,4,3,8,0,15.0,1.0,2.0,1.0,308.03,1,0,0,1,0,0,0,0,1,0,0,1.7777777777777777,102.67666666666666,0,0.11764705882352941,0.3333333333333333
0,24.0,1,16.0,1,4.0,4,2,6,0,19.0,2.0,2.0,1.0,148.8,1,0,1,0,0,0,0,1,0,0,0,3.4285714285714284,49.6,0,0.08,0.6666666666666666
0,31.0,1,9.0,0,4.0,5,2,5,1,14.0,1.0,5.0,4.0,262.26,1,0,1,0,0,1,0,0,0,0,1,5.166666666666667,43.71,0,0.15625,0.16666666666666666
1,1.0,1,18.0,0,4.0,6,4,7,0,16.0,2.0,2.0,1.0,172.77,1,1,0,0,0,0,1,0,0,0,0,0.125,57.59,0,1.0,0.6666666666666666
0,29.0,1,25.0,1,4.0,4,4,5,1,15.0,3.5,6.0,8.0,188.85,0,1,0,0,0,0,1,0,0,0,0,4.833333333333333,26.978571428571428,0,0.2,0.5
0,15.0,1,14.0,0,3.0,6,3,3,0,23.0,2.0,6.0,11.0,324.73,0,0,1,0,0,0,0,0,1,1,0,3.75,46.39,0,0.375,0.2857142857142857
0,12.0,3,10.0,1,3.0,4,2,10,1,13.0,2.0,2.0,1.0,193.61,1,0,1,0,0,0,1,0,0,0,1,1.0909090909090908,64.53666666666668,0,0.15384615384615385,0.6666666666666666
1,1.0,3,36.0,1,4.0,6,5,10,0,19.0,1.0,3.0,3.0,174.69,0,1,0,0,0,0,1,0,0,0,1,0.09090909090909091,43.6725,0,1.5,0.25
1,16.0,3,9.0,0,3.0,6,2,3,0,16.0,3.5,6.0,10.0,323.45,1,0,0,1,0,0,0,0,1,0,0,4.0,46.207142857142856,0,0.35294117647058826,0.5
0,18.0,3,35.0,0,3.0,2,2,5,1,19.0,2.0,2.0,12.0,258.2,1,1,0,0,0,1,0,0,0,0,0,3.0,86.06666666666666,0,0.10526315789473684,0.6666666666666666
0,24.0,3,7.0,0,4.0,4,3,2,0,13.0,2.0,2.0,14.0,188.47,0,0,1,0,0,0,1,0,0,0,0,8.0,62.82333333333333,0,0.08,0.6666666666666666
1,1.0,1,23.0,0,3.0,2,5,3,0,17.0,3.5,6.0,14.5,152.43,1,0,1,0,0,0,0,1,0,0,1,0.25,21.775714285714287,0,3.0,0.5
0,13.0,1,29.0,0,3.0,4,5,3,1,14.0,2.0,2.0,9.0,233.8,0,1,0,0,0,0,0,0,0,0,1,3.25,77.93333333333334,0,0.14285714285714285,0.6666666666666666
0,7.0,3,15.0,0,3.0,5,2,2,0,20.0,3.0,3.0,3.0,148.42,0,0,1,0,0,0,0,1,0,0,1,2.3333333333333335,37.105,0,0.375,0.75
0,19.0,3,18.0,0,3.0,4,2,5,0,15.0,2.0,2.0,2.0,301.5,1,0,1,0,0,1,0,0,0,0,0,3.1666666666666665,100.5,0,0.1,0.6666666666666666
0,6.0,1,36.0,0,4.0,4,3,11,0,13.0,3.5,6.0,8.0,165.25,0,1,0,0,0,0,0,1,0,0,1,0.5,23.607142857142858,0,0.8571428571428571,0.5
0,8.0,3,7.0,1,4.0,2,2,2,0,12.0,2.0,2.0,3.0,222.25,1,0,0,1,0,0,1,0,0,1,0,2.6666666666666665,74.08333333333333,0,0.2222222222222222,0.6666666666666666
0,31.0,3,7.0,1,4.0,4,2,5,1,15.0,1.0,2.0,5.0,244.04000000000002,1,0,0,0,0,0,0,0,0,0,0,5.166666666666667,81.34666666666668,0,0.0625,0.3333333333333333
0,19.0,2,31.0,1,3.0,4,4,3,0,17.0,1.0,2.0,5.0,146.77,1,1,0,0,0,0,0,1,0,0,1,4.75,48.92333333333334,0,0.1,0.3333333333333333
0,27.0,3,9.0,0,3.0,5,4,4,0,13.0,1.0,6.0,13.0,200.25,0,0,0,1,0,0,0,0,0,0,0,5.4,28.607142857142858,0,0.21428571428571427,0.14285714285714285
1,1.0,1,22.0,1,3.0,4,3,9,0,15.0,1.0,2.0,1.0,173.34,1,0,0,0,1,0,1,0,0,1,0,0.1,57.78,0,1.0,0.3333333333333333
1,1.0,1,9.0,1,3.0,4,5,8,1,15.0,2.0,2.0,3.0,145.42,0,0,1,0,0,0,0,1,0,0,0,0.1111111111111111,48.47333333333333,1,1.0,0.6666666666666666
0,8.0,3,17.0,0,3.0,4,3,3,1,20.0,1.0,2.0,1.0,147.2,1,0,1,0,0,0,0,1,0,0,0,2.0,49.06666666666666,0,0.2222222222222222,0.3333333333333333
0,2.0,3,17.0,1,4.0,4,4,3,0,23.0,2.0,2.0,1.0,135.52,1,1,0,0,0,0,0,1,0,0,0,0.5,45.17333333333334,0,0.6666666666666666,0.6666666666666666
0,12.0,1,10.0,1,3.0,4,3,5,0,17.0,3.0,3.0,3.0,153.21,0,0,0,0,1,0,0,1,0,0,0,2.0,38.3025,0,0.23076923076923078,0.75
0,24.0,1,9.0,1,4.0,4,3,4,1,15.0,3.5,6.0,8.0,317.37,1,1,0,0,0,0,0,0,1,0,0,4.8,45.33857142857143,0,0.24,0.5
0,11.0,1,10.0,0,3.0,4,4,5,0,16.0,2.0,2.0,2.0,166.07,1,0,0,0,1,0,1,0,0,0,1,1.8333333333333333,55.35666666666666,0,0.16666666666666666,0.6666666666666666
0,14.0,3,33.0,1,4.0,4,5,3,0,15.0,3.5,6.0,6.0,208.96,1,0,0,1,0,0,1,0,0,0,0,3.5,29.851428571428574,0,0.4,0.5
0,1.0,1,7.0,0,4.0,5,3,3,0,14.0,2.0,2.0,4.0,145.07,0,1,0,0,0,0,0,1,0,1,0,0.25,48.35666666666666,0,1.0,0.6666666666666666
